id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
ts103209,Exhibit A,SHOW,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",2019,TV-14,36,1,tt10376904,6.3,1055,7.419,7.4,"['documentation', 'thriller', 'crime', 'family']",['US'],[],[],center disgraced former prosecutor andrew cho whose career sabotaged corrupt power broker he working take losing everything andrew discovers something new life purpose
ts218564,"Breakfast, Lunch & Dinner",SHOW,"Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",2019,TV-MA,44,1,tt10681670,6.7,1066,1.067,8.0,['documentation'],['US'],['David Chang'],[],chang accompanied different celebrity guest exploring single city culture cuisine pair travel city also uncover new surprising thing
tm472411,Iron Fists and Kung Fu Kicks,MOVIE,"The wild untold story of the iconic Shaw Brothers who paved the way for the boom of the Kung fu film movement, which had a huge influence on the West that still continues today.",2019,Unknown,108,0,tt9169764,6.6,1146,6.234,7.0,"['documentation', 'history']",['AU'],"['Sammo Hung', 'Cheng Pei-Pei', 'Scott Adkins', 'Cynthia Rothrock', 'JuJu Chan', 'Richard Norton', 'Lo Meng', 'Christopher Doyle', 'Michael Jai White', 'Jessica Henwick', 'Amy Johnston', 'Ron Van Clief', 'Billy Blanks', 'Brian Trenchard-Smith', 'Chin Siu-Ho', 'Danny Chan Kwok-kwan', 'Diana Lee Inosanto', 'Don Wilson', 'Fab 5 Freddy', 'Jacky Heung', 'Jade Leung', 'Jeff Imada', 'Mike Leeder', 'Philip Ng', 'Sébastien Foucan', 'Soi Cheang', 'Warrington Hudlin', 'Wilson Yip', 'Grady Hendrix', 'Colin Geddes', 'Alan Hofmanis', 'André E. Morgan', 'Charlie Ahearn', 'Chris Poggiali', 'Danny Philippou', 'Eric Jacobus', 'Frank Djeng', 'Geoffrey Stitt', 'Joe Cheung Tung-Cho', 'Ken Swift', 'Marco Joachim', 'Ric Meyers', 'Ridley Tsui Bo-Wah', 'Robert Samuels', 'Ross Boyask', 'Terry Levene', 'Tim Kwok', 'Run Run Shaw', 'Bruce Lee', 'Jackie Chan', 'David Carradine', 'Michelle Yeoh', 'Gordon Liu Chia-Hui', 'Jimmy Wang Yu', 'Nabwana I.G.G.', 'Chow Yun-Fat', 'Zhang Ziyi', 'Margaret Thatcher']",['Serge Ou'],wild untold story iconic shaw brother paved way boom kung fu film movement huge influence west still continues today
tm826368,American Son,MOVIE,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,2019,Unknown,90,0,tt9664078,5.8,7004,7.334,6.1,['drama'],['US'],"['Kerry Washington', 'Steven Pasquale', 'Jeremy Jordan', 'Eugene Lee']",['Kenny Leon'],time pass tension mount florida police station estranged interracial couple awaits news missing teenage son
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,The spectacular rise and scandalous fall of hot-yoga evangelist Bikram Choudhury is chronicled through archival footage and extensive insider interviews.,2019,Unknown,86,0,tt10883004,6.7,7525,8.238,6.4,"['crime', 'documentation']",['US'],"['Larissa Anderson', 'Francesca Asumah', 'Sarah Baughn', 'Bikram Choudhury', 'John Dowd', 'Mukul Dutta', 'Jafa-Bodden Micki', 'Carla Minnard', 'Richard Nixon', 'Mark Quigley', 'Val Sklar Robinson', 'Mandeep Kaur Sandhu', 'Jakob Schanzer', 'Patrice Simon', 'Liz Winfield']",['Eva Orner'],spectacular rise scandalous fall hotyoga evangelist bikram choudhury chronicled archival footage extensive insider interview
tm376739,Bethany Hamilton: Unstoppable,MOVIE,"One of the most fearless and accomplished athletes of her generation, Bethany Hamilton became a surfing wunderkind when she returned to the sport following a devastating shark attack at age 13. As she continues to chase waves she also now tackles motherhood.",2019,PG,99,0,tt6435258,7.4,736,2.099,7.9,"['documentation', 'sport']",['US'],['Bethany Hamilton'],['Aaron Lieber'],one fearless accomplished athlete generation bethany hamilton became surfing wunderkind returned sport following devastating shark attack age continues chase wave also tackle motherhood
ts108593,The Unsettling,SHOW,"Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,TV-14,23,1,tt8680902,5.2,717,7.614,6.7,"['crime', 'fantasy', 'horror', 'scifi', 'thriller']",['US'],"['Holly Taylor', 'Tequan Richmond', 'Willow Shields', 'Alex Lange', 'Marguerite Moreau', 'David Clayton Rogers', 'Lora Martinez-Cunningham', 'An Li Bogan', 'Noah Grismer', 'Joy Goodman', 'Douglas Bennett']",[],becca yearold girl arrives new foster home located remote area foster sibling less welcoming none yearold biological son foster parent becca try keep adjust new home strange thing start happen around becca uncertain responsible
ts223948,The Goop Lab,SHOW,"Leading with curiosity and keeping it real, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",2020,TV-MA,33,1,tt11561206,2.5,3333,2.106,3.2,"['documentation', 'reality']",[],['Gwyneth Paltrow'],[],leading curiosity keeping real gwyneth paltrow goop team look psychedelics energy work challenging wellness topic
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",2020,TV-14,48,1,tt11497904,6.3,2762,6.633,6.9,['documentation'],['US'],['Syra Madad'],['Doug Shultz'],docuseries meet hero front line battle influenza learn effort stop next global outbreak
tm814644,Coffee & Kareem,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",2020,Unknown,88,0,tt9898858,5.1,13535,11.17,5.5,"['crime', 'action', 'comedy']",['US'],"['Ed Helms', 'Terrence Little Gardenhigh', 'Taraji P. Henson', 'Betty Gilpin', 'RonReaco Lee', 'Andrew Bachelor', 'David Alan Grier', 'Chance Hurstfield', ""William 'Big Sleeps' Stewart"", 'Serge Houde', 'Eduard Witzke', 'Diana Bang', 'Erik McNamee', 'Terry Chen', 'Garfield Wilson', 'Arielle Tuliao', 'Jag Bal', 'Sonia Sunger', 'Steve Chang']",['Michael Dowse'],twelveyearold kareem manning hire criminal scare mom new boyfriend police officer james coffee backfire forcing coffee kareem team order save detroit ruthless drug kingpin
tm458326,Walk. Ride. Rodeo.,MOVIE,"Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",2019,Unknown,100,0,tt5848416,6.4,2407,14.069,7.071,['drama'],['US'],"['Spencer Locke', 'Missi Pyle', 'Alyvia Alyn Lind', 'Bailey Chase', 'Kathleen Rose Perkins', 'Sherri Shepherd', 'Barbara Alyn Woods', 'Max Ehrich', 'Raleigh Cain', 'Corbin Bleu', 'Mitchell Hoog', 'Amber Tassel', 'John-Paul Howard']",['Conor Allyn'],tell incredible true story amberley snyder nationally ranked rodeo barrel racer defies odds barely surviving car accident leaf paralyzed waist
tm449594,Brother,MOVIE,"Because he wanted to protect his little brother, Teddy, a young man without a history, is accused of the murder of his father and sent to a closed educational center, waiting for his trial for parricide. He then plunges into a brutal universe of which he does not know the rules.",2019,Unknown,96,0,tt9095526,6.7,1066,7.102,6.6,"['drama', 'european']",['FR'],"['MHD', 'Darren Muselet', 'Aïssa Maïga', 'Jalil Lespert', 'Youssouf Gueye', 'Hiam Abbass', 'Lisette Malidor', 'Mark Grosy', 'Néva Kehouane', 'Almany Kanoute', 'Fatima Ait Bounoua', 'Matthieu Longatte', 'Najeto Injai', 'Hakou Benosmane', 'Didier Michon', 'Bilal Benaïssa', 'Hassan Kone', 'Bilal Fellahghnimi', 'Ismaël Ouazzani', 'Édouard Berchiche', 'Maxence Leurent', 'Abdelkader Hoggui', 'Christian Nsankete', 'Bintou Sylla']",['Julien Abraham'],wanted protect little brother teddy young man without history accused murder father sent closed educational center waiting trial parricide plunge brutal universe know rule
ts268551,Run On,SHOW,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.",2020,Unknown,70,1,Unknown,6.6,2233,30.148,7.947,['drama'],['KR'],"['Yim Si-wan', 'Shin Se-kyung', 'Choi Soo-young', 'Kang Tae-oh', 'Lee Bong-ryeon', 'Lee Jung-ha', 'Park Sung-joon', 'Park Young-kyu', 'Cha Hwa-yeon', 'Ryu Abel', 'Lee Hwang-eui', 'Choi Jae-hyun', 'Yeon Je-wook', 'Kim Dong-young']",['Lee Jae-hoon'],veering course preset path track star follows pace heart first time film translator step life
ts226617,The Innocence Files,SHOW,The personal stories behind eight cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.,2020,TV-MA,64,1,tt11958922,8.0,2622,3.368,7.4,"['documentation', 'crime', 'drama']",['US'],[],[],personal story behind eight case wrongful conviction innocence project organization within innocence network worked highlight overturn
tm454824,Silver Skates,MOVIE,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",2020,Unknown,136,0,tt10525672,7.1,5946,13.837,7.9,"['history', 'romance', 'action', 'drama', 'family']",['RU'],"['Fedor Fedotov', 'Sonia Priss', 'Aleksey Guskov', 'Yuri Kolokolnikov', 'Severija Janušauskaitė', 'Kirill Zaytsev', 'Yuriy Borisov', 'Aleksandra Revenko', 'Timofey Tribuntsev', 'Sergey Koltakov', 'Yan Reshetnikov', 'Denis Lavant', 'Cathy Belton', 'Vasily Kopeikin', 'Vera Pleshanova', 'Mikhail Shelomentsev', 'Dmitry Lysenkov', 'Arkadiy Koval', 'Dmitriy Murashev', 'Valeriy Kukhareshin', 'Sergey Barkovsky', 'Denis Pyanov', 'Elena Rufanova', 'Sergey Zamorev', 'Evgeniy Kuzmin', 'Maxim Khanzhov', 'Kirill Frolov', 'Denis Kozinets', 'Anton Pulit', 'Aleksey Simonov', 'Sergey Trifonov', 'Игорь Павлов', 'Kirill Baloban', 'Yakov Petrov', 'Artyom Leshchik', 'Valery Smekalov', 'Tatyana Polonskaya', 'Egor Bakulin', 'Yana Pronina', 'Kirill Yakushenko']",['Mikhail Lokshin'],christmastime stpetersburg icecovered river canal capital seethe festive activity eve new century destined meet come together people different world matvey son lamplighter whose treasure silverplated skate alice daughter highranking official dreaming science difficult lifestory accidentally met rush forward together pursuit dream
ts220248,Hyperdrive,SHOW,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",2019,TV-PG,48,1,Unknown,6.6,2233,6.122,7.5,['reality'],['US'],"['Lindsay Czarniak', 'Mike Hill', 'Michael Bisping', 'Rutledge Wood']",[],elite street racer around world test limit supercharged custom car biggest baddest automotive obstacle course ever built
ts270439,Best Leftovers Ever!,SHOW,"Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.",2020,TV-G,36,1,tt13563634,5.6,526,1.467,6.8,['reality'],['US'],"['Jackie Tohn', 'David So', 'Rosemary Shrager']",[],home cook compete transform leftover delicious creation finding way give old leftover new life hope winning prize
tm853113,Thomas & Friends: Marvelous Machinery,MOVIE,"Ruth, Thomas's new friend will bring great exciting adventures and technology.",2020,Unknown,59,0,tt12692980,6.1,16,1.21,2.0,"['fantasy', 'animation', 'action', 'family']",[],[],[],ruth thomas new friend bring great exciting adventure technology
tm885805,Debt Collectors,MOVIE,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",2020,R,97,0,tt10933680,5.8,4347,15.007,6.1,"['action', 'comedy', 'crime']",['US'],"['Scott Adkins', 'Louis Mandylor', 'Mayling Ng', 'Vladimir Kulich', 'Mariano Mendoza', 'Ski Carr', 'Josef Cannon', 'Jermaine Jacox', 'Catherine Black', 'R Scott Hoffman', 'Dasha German', 'Marina Sirtis', 'Vernon Wells', 'Dennis Keiffer', 'Nils Allen Stewart', 'Anthony Delongis', 'Aaron Toney', 'Cuete Yeska']",['Jesse V. Johnson'],pair debt collector thrust explosively dangerous situation chasing various lowlife also evading vengeful kingpin
ts91087,One Spring Night,SHOW,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",2019,Unknown,47,1,tt10192576,7.9,2601,14.852,8.4,"['drama', 'romance']",['KR'],"['Han Ji-min', 'Jung Hae-in', 'Kim Jun-han', 'Lim Seong-eon', 'Joo Min-kyung', 'Song Seung-hwan', 'Kil Hae-yeon', 'Lee Mu-saeng', 'Lee Sang-hee', 'Yun Seul', 'Oh Man-seok', 'Kim Jung-young', 'Ha Yi-An', 'Seo Jeong-yeon', 'Lee Yoo-jin', 'Lim Hyoun-Soo', 'Kim Chang-wan']",[],lee jeongin yu jiho meet something unexpected happens may spring air anything possible
ts90645,Drug Squad: Costa del Sol,SHOW,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,2019,TV-MA,64,1,tt8478108,6.7,571,5.835,7.0,"['drama', 'crime', 'action', 'thriller', 'romance']",['ES'],"['Sara Sálamo', 'Hugo Silva', 'Álvaro Cervantes', 'Miki Esparbé']",[],four intrepid impulsive police officer form special narcotic unit combat birth drug trafficking spain costa del sol
ts236033,#blackAF,SHOW,A father takes an irreverent and honest approach to parenting and relationships.,2020,TV-MA,37,1,Unknown,6.6,2233,2.924,7.1,['comedy'],['US'],"['Kenya Barris', 'Rashida Jones', 'Iman Benson', 'Richard Gardenhire Jr.', 'Genneya Walton', 'Scarlet Spencer', 'Justin Claiborne', 'Ravi Cabot-Conyers']",[],father take irreverent honest approach parenting relationship
tm453994,The Body Remembers When the World Broke Open,MOVIE,"When Áila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Áila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",2019,Unknown,105,0,tt8230872,6.9,757,3.842,7.3,"['drama', 'european']","['NO', 'CA']","['Violet Nelson', 'Elle-Máijá Tailfeathers', 'Barbara Eve Harris', 'Sonny Surowiec', 'Jay Cardinal Villeneuve', 'Tony Massil', 'Aidan Dee', 'Anthony Bolognese', 'Anesha Bailey', 'Lissa Neptuno', 'Charles Jarman', 'Paul Jarrett', 'Angel Thomas']","['Elle-Máijá Tailfeathers', 'Kathleen Hepburn']",ila encounter young indigenous woman barefoot cry rain side busy street soon discovers young woman rosie escaped violent assault hand boyfriend ila decides bring rosie home course evening two navigate aftermath traumatic event
ts220552,Power Players,SHOW,"A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",2019,Unknown,11,1,tt10895604,6.0,90,1.781,6.9,"['comedy', 'fantasy', 'scifi', 'animation', 'action']","['FR', 'US']","['Carlos Salazar', 'Greg Chun', 'Jamieson Price', 'Kieran Walton', 'Reba Buhr', 'Landon McDonald', 'Todd Haberkorn']",[],young boy gain power turn human living toy must protect bracelet give power hand evil toy come life
ts254737,Mighty Express,SHOW,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,2020,TV-Y,17,6,Unknown,6.6,2233,4.32,8.9,['animation'],['CA'],[],[],catch ride mighty express team train kid friend overcome trouble track quick thinking teamwork
ts104483,Typewriter,SHOW,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home's buried past resurfaces in chilling ways.",2019,TV-MA,50,1,tt9310372,6.5,3887,7.08,6.6,"['thriller', 'horror', 'drama']",['IN'],"['Mikhail Gandhi', 'Sara Gesawat', 'Palomi Ghosh', 'Sameer Kochhar', 'Palash Kamble', 'Meenacshi Martins', 'K.C. Shankar', 'Aaryansh Malviya', 'Aarnaa Sharma', 'Jisshu Sengupta', 'Harish Khanna', 'Purab Kohli', 'Kanwaljit Singh', 'Masood Akhtar', 'Ramakant Dayma']",[],three young friend goa plan search old villa ghost new family move home buried past resurfaces chilling way
ts106015,Kengan Ashura,SHOW,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",2019,TV-MA,25,2,tt9058134,8.0,4869,85.14,8.3,"['animation', 'action', 'sport']",['JP'],[],['Seiji Kishi'],timid old man summoned chairman become manager tokita ohma highly skilled gladiator care fighting winning kengan match
ts107963,Restaurants on the Edge,SHOW,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2019,TV-14,47,2,tt8784324,6.8,978,6.821,6.9,['reality'],[],[],[],three food design expert travel world revive failing restaurant connecting local culture beyond gorgeous view
ts218803,Diagnosis,SHOW,Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.,2019,Unknown,48,2,tt15515386,6.6,2233,2.191,7.9,"['documentation', 'reality']",['US'],['Lisa Sanders'],[],dr lisa sander crowdsources diagnosis mysterious rare medical condition documentary series based new york time magazine column
tm458328,Badla,MOVIE,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2019,PG-13,120,0,tt8130968,7.8,27539,10.588,7.4,"['thriller', 'crime', 'drama']",['IN'],"['Amitabh Bachchan', 'Taapsee Pannu', 'Tony Luke', 'Amrita Singh', 'Manav Kaul', 'Tanveer Ghani', 'Denzil Smith', 'April Agarwal-Aplin', 'Rachel Flynn', 'Jason Hetherington', 'Selina Hotwani', 'Maram Kamal', 'Shome Makhija', 'Begonia Villalba', 'Paul Ellard', 'Tariqsafdar Hussain']",['Sujoy Ghosh'],dynamic young entrepreneur find locked hotel room corpse dead lover hire prestigious lawyer defend work together figure actually happened
tm838869,Wonder Boy,MOVIE,"At age 25, Olivier Rousteing was named the creative director of the French luxury fashion house, Balmain. At the time, Rousteing was a relatively unknown designer, but in the decade since, he’s proven his business prowess and artistic instinct by leading Balmain to new heights. Wonderboy gives the viewer the rare opportunity to experience the inner sanctum of the fashion world, as we stand shoulder-to-shoulder with this extraordinary individual while he works. Once the day’s hectic pace subsides, the camera becomes Rousteing’s confidante, and he opens up, revealing intimate details about what both worries and drives him.",2019,Unknown,99,0,Unknown,6.6,2233,3.406,6.8,"['documentation', 'european']",['FR'],['Olivier Rousteing'],['Anissa Bonnefont'],age olivier rousteing named creative director french luxury fashion house balmain time rousteing relatively unknown designer decade since he proven business prowess artistic instinct leading balmain new height wonderboy give viewer rare opportunity experience inner sanctum fashion world stand shouldertoshoulder extraordinary individual work day hectic pace subsides camera becomes rousteings confidante open revealing intimate detail worry drive
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",2019,Unknown,81,0,tt9856280,7.8,1979,5.053,7.5,"['music', 'documentation']",['US'],"['Adam Lambert', 'Brian May', 'Roger Taylor', 'Rami Malek', 'Taylor Hawkins', 'Simon Cowell', 'Joe Elliott', 'Anastacia', 'David Bowie', 'Jared Braverman', 'Nick Carter', 'Elton John', 'Joe Jonas', 'Nelson Mandela', 'Freddie Mercury', 'George Michael', 'Liza Minnelli', 'Robert Plant', 'Paul Rodgers', 'Seal', 'Paul Gambaccini']","['Simon Lupton', 'Christopher Bird']",documentary chronicling queen lambert incredible journey since first shared stage together american idol
tm840438,Mike Birbiglia: The New One,MOVIE,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,2019,Unknown,85,0,tt11163014,7.7,1845,1.696,7.4,['comedy'],[],['Mike Birbiglia'],['Seth Barrish'],comedian mike birbiglia hit broadway hilarious yet profound oneman show recount emotional physical journey parenthood
ts225860,Bloodride,SHOW,"The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series.",2020,TV-MA,29,1,Unknown,6.6,2233,10.702,7.0,"['scifi', 'thriller', 'action']",['NO'],"['Ellen Bendu', 'Erlend Rødal Vikhagen', 'Numa Edema Norderhaug', 'Dagny Backer Johnsen', 'Stig R. Amdam', 'Harald Rosenstrøm', 'Benjamin Helstad', 'Torfinn Nag', 'Ine Marie Wilmann', 'Bjørnar Teigen', 'Emma Spetalen Magnusson']",[],doomed passenger aboard spectral bus head toward gruesome unknown destination deliciously macabre horror anthology series
ts89231,You vs. Wild,SHOW,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",2019,TV-PG,19,2,tt10044952,6.6,2606,3.864,6.7,"['reality', 'action']",['US'],['Bear Grylls'],[],interactive series youll make key decision help bear grylls survive thrive complete mission harshest environment earth
tm495609,Game Over,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,Unknown,102,0,tt7360648,7.0,7402,3.286,6.3,"['drama', 'thriller', 'horror', 'scifi']",['IN'],"['Taapsee Pannu', 'Vinodhini Vaidyanathan', 'Anish Kuruvilla', 'Sanchana Natarajan', 'Ramya Subramanian', 'Maala Parvathi']",['Ashwin Saravanan'],nyctophobic woman fight inner demon stay alive game called life
ts225162,Babies,SHOW,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",2020,TV-PG,39,2,tt13705052,6.6,2233,3.115,7.6,"['documentation', 'reality']",['US'],['Pascal Wallisch'],[],nature nurture docuseries explores groundbreaking science reveals infant discover life first year
ts105645,Historical Roasts,SHOW,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019,TV-MA,29,1,tt9169602,5.3,1716,1.408,5.6,['comedy'],['US'],['Jeff Ross'],[],roastmaster general jeff ross slew guest star poke fun major historical figure also honoring enduring impact world
tm833638,The Forest of Love,MOVIE,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,2019,Unknown,151,0,tt10589914,6.3,2522,13.715,6.5,"['drama', 'crime', 'horror', 'thriller']",['JP'],"['Kippei Shiina', 'Shinnosuke Mitsushima', 'Kyoko Hinami', 'Young Dais', 'Eri Kamataki', 'Yuzuka Nakaya', 'Denden', 'Sei Matobu', 'Natsuki Kawamura', 'Dai Hasegawa', 'Chiho Fujii', 'Tsukino Yamamoto', 'Manaka Kinoshita', 'Miyu Kinoshita', 'Yuki Nagashima', 'Gaku Sano', 'Takato Yonemoto', 'Tsumiki Murakami', 'Nana Mizoguchi', 'Nami Uehara', 'Sho Yakumaru', 'Fûsaku Tani', 'Izumi', 'Hideyuki Kobashi', 'Yamato Kuwamura', 'Yuki Ashida', 'Cyborg Kaori', 'Setchin Kawaya', 'Maki Sawa', 'Ryo Ikeda', 'Masayuki Shida', 'Hajime Tsukumo', 'Shin Shimizu']",['Sion Sono'],con man wouldbe filmmaking crew force life two griefscarred young woman nothing seems
ts288353,Omniscient,SHOW,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020,Unknown,46,1,tt11542920,6.5,2128,7.159,6.7,"['scifi', 'drama', 'thriller']",['BR'],"['Marcello Airoldi', 'Sandra Corveloni', 'Jonathan Haagensen', 'Guilherme Prates', 'Edmilson Cordeiro', 'Luana Tanaka', 'Carla Salle']",[],city citizen monitored tech employee must outsmart surveillance drone order investigate murder
ts110637,Mortel,SHOW,A group of French teenagers are bound together by a supernatural force.,2019,TV-MA,52,2,tt8403570,6.4,1452,8.205,7.5,"['horror', 'scifi', 'crime', 'drama', 'fantasy']",['FR'],"['Sami Outalbali', 'Carl Malapa', 'Némo Schiffman', 'Manon Bresch', 'Corentin Fila']",[],group french teenager bound together supernatural force
tm453903,Elisa & Marcela,MOVIE,"In 1901, Marcela Gracia Ibeas took on the identity of Mario Sánchez to marry her lover of fifteen years, Elisa Sanchez Loriga.",2019,Unknown,118,0,tt6704898,6.6,4780,10.823,7.4,"['drama', 'romance', 'european']",['ES'],"['Natalia de Molina', 'Greta Fernández', 'Sara Casasnovas', 'Tamar Novas', 'María Pujalte', 'Francesc Orella', 'Manolo Solo', 'Kelly Lua', 'Manuel Lourenzo', 'Jorge Suquet', 'Ana Santos', 'Lluís Homar', 'Mariana Carballal', 'Luisa Merelas', 'Roberto Leal', 'Amparo Moreno', 'Vanesa Aguilar', 'Lucas Pinheiro', 'Marcos Javier Fernández Eimil', 'Tania Lamata', 'Covadonga Berdiñas', 'Elena Seijo', 'Joana Oliveira']",['Isabel Coixet'],marcela gracia ibeas took identity mario snchez marry lover fifteen year elisa sanchez loriga
tm461829,The Hard Way,MOVIE,"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",2019,Unknown,94,0,tt9815714,4.8,3250,16.86,5.4,['action'],['US'],"['Michael Jai White', 'Luke Goss', 'Randy Couture', 'Madalina Anea', 'Grant Campbell', 'George Remes', 'Ovidiu Niculescu', 'Andreea Diac', 'Michaela Holla', 'Bogdan Farcaș', 'Daniel Onuoha', 'Dan Cade', 'Cosmin Dominte', 'Elias Ferkin', 'Adina Stetcu']",['Keoni Waxman'],learning brother death mission romania former soldier join two ally hunt mysterious enemy take revenge
tm446581,The Edge of Democracy,MOVIE,"A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",2019,Unknown,121,0,tt6016744,7.3,14758,6.333,7.8,"['documentation', 'history']",['BR'],"['Dilma Rousseff', 'Luiz Inácio Lula da Silva', 'Michel Temer', 'Eduardo Cunha', 'Jair Bolsonaro', 'Sérgio Moro', 'Paulo Maluf', 'Jean Wyllys', 'Aécio Neves', 'Gilberto Carvalho', 'Petra Costa', 'Barack Obama', 'Queen Elizabeth II of the United Kingdom', 'Nelson Mandela', 'Li An', 'Elena Andrade']",['Petra Costa'],cautionary tale time democracy crisisthe personal political fuse explore one dramatic period brazilian history unprecedented access president dilma rousseff lula da silva witness rise fall tragically polarized nation remains
tm831873,The Crimes That Bind,MOVIE,"Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.",2020,Unknown,99,0,tt10915060,6.7,3973,10.408,6.4,"['crime', 'drama', 'thriller']",['AR'],"['Cecilia Roth', 'Miguel Ángel Solá', 'Benjamín Amadeo', 'Sofía Gala Castiglione', 'Yanina Ávila', 'Marcelo Subiotto', 'Paola Barrientos', 'Diego Cremonesi', 'Claudio Martínez Bel', 'Santiago Ávila', 'María Marull', 'Silvia Villazur', 'Luis Longhi', 'Luis Herrera', ""Marcelo D'Andrea""]",['Sebastián Schindel'],desperate confused alicia impossible keep son prison he convicted trying murder exwife
ts90063,Put Your Head on My Shoulder,SHOW,"As Si Tu Mo's graduation is nearing, she is confused about her future plans. Her ordinary days are suddenly shaken up when the genius Physics student Gu Wei Yi appears in her life. The two accidentally end up living together and chaos begins.",2019,TV-Y7,41,1,tt10265158,8.0,2191,29.769,8.4,"['drama', 'comedy', 'romance']",['CN'],"['Xing Fei', 'Lin Yi', 'Tang Xiaotian', 'Zheng Yingchen', 'Sha Yi', 'Mengfan Li', 'Zhou Zixin']",['주둥닝'],si tu mo graduation nearing confused future plan ordinary day suddenly shaken genius physic student gu wei yi appears life two accidentally end living together chaos begin
